0,35
0,60
0,72
0,69
0,48
0,53
0,68
0,70
0,74
0,81
0,79
0,61
0,84
0,81
0,76
0,93
0,68
0,70
0,75
0,49
0,53
0,42
0,48
0,78
0,72
0,55
0,73
0,68
0,85
0,51
0,85
0,63
0,81
0,90
0,60
0,73
0,73
0,62
0,85
0,70
0,73
0,72
0,84
0,69
0,74
0,60
0,57
0,63
0,49
0,75
0,73
0,55
0,62
0,63
0,74
0,63
0,63
0,73
0,65
0,40
0,50
0,71
0,75
0,47
0,81
0,81
0,71
0,64
0,59
0,56
0,72
0,50
0,83
0,53
0,56
0,66
0,37
0,55
0,81
0,61
0,71
0,54
0,84
0,89
0,53
0,63
0,73
0,83
0,74
0,52
0,81
0,77
0,50
0,62
0,67
0,78
0,60
0,67
0,43
0,67
0,84
0,45
0,69
0,66
0,65
0,53
0,62
0,63
0,67
0,72
0,57
0,70
0,66
0,68
0,54
0,73
0,53
0,56
0,77
0,68
0,37
0,58
0,68
0,37
0,55
0,58
0,83
0,64
0,55
0,85
0,45
0,66
0,73
0,47
0,74
0,76
0,56
0,52
0,59
0,45
0,40
0,61
0,59
0,54
0,51
0,50
0,56
0,63
0,51
0,61
0,70
0,70
0,52
0,44
0,52
0,61
0,70
0,66
0,43
0,44
0,68
0,54
0,61
0,75
0,75
0,67
0,33
0,64
0,83
0,57
0,42
0,66
0,40
0,50
0,51
0,49
0,61
0,68
0,75
0,44
0,74
0,90
0,69
0,50
0,76
0,51
0,63
0,58
0,59
0,54
0,78
0,72
0,62
0,91
0,78
0,55
0,75
0,74
0,76
0,68
0,66
0,65
0,90
0,80
0,63
0,56
0,58
0,69
0,76
0,44
0,75
0,64
0,62
0,86
0,81
0,57
0,62
0,59
0,73
1,10
0,45
0,47
0,59
0,68
0,58
0,46
0,52
0,52
0,81
0,76
0,65
0,92
1,14
0,94
0,54
0,72
0,91
0,73
0,94
1,33
0,53
0,51
0,62
0,80
0,79
0,67
0,59
0,48
0,85
0,50
0,80
0,62
0,67
0,58
0,65
0,58
0,97
0,58
0,78
1,13
0,92
0,78
0,75
0,66
0,75
1,05
0,64
0,74
0,55
0,69
0,57
0,44
0,71
0,53
0,83
0,59
0,48
0,68
0,60
0,51
0,90
0,47
0,61
0,63
0,53
0,62
0,70
0,44
0,68
0,64
0,67
0,65
0,54
0,59
0,47
0,45
0,42
0,61
0,61
0,78
0,64
0,67
0,81
0,63
0,61
0,83
0,54
0,49
0,43
0,47
0,65
0,53
0,45
0,36
0,63
0,57
0,48
0,64
0,64
0,57
0,55
0,66
0,45
0,73
0,51
0,59
0,44
0,61
0,70
0,74
0,52
0,65
0,67
0,50
0,64
0,71
0,48
0,72
0,59
0,82
0,56
0,57
0,51
0,73
0,52
0,50
0,64
0,50
0,54
0,51
0,58
0,65
0,59
0,87
0,48
0,64
0,63
0,55
0,52
0,62
0,61
0,73
0,64
0,62
0,57
0,74
0,91
0,61
0,58
0,74
0,79
0,45
0,51
0,59
0,54
0,54
0,68
0,95
0,51
0,64
0,44
0,50
0,77
0,59
0,46
0,79
0,48
0,55
0,52
0,78
0,41
0,57
0,68
0,75
0,60
0,58
0,64
0,59
0,50
0,58
0,71
0,37
0,62
0,55
0,51
0,63
0,50
0,72
0,70
0,61
0,59
0,57
0,73
0,75
1,01
0,72
0,73
0,71
0,41
0,72
0,64
0,47
0,54
0,65
0,65
0,72
0,51
0,74
0,56
0,60
0,76
0,60
0,66
0,74
0,57
0,66
0,66
0,54
0,66
0,53
0,58
0,86
0,53
0,62
0,57
0,84
0,95
0,60
0,65
0,69
0,73
0,85
0,95
0,47
0,58
1,04
0,99
0,85
0,85
0,95
0,92
0,89
0,91
0,62
0,62
0,68
0,70
0,61
0,79
0,61
0,63
0,95
0,50
1,01
0,53
0,53
0,69
0,56
0,49
0,66
0,61
0,65
0,48
0,60
0,38
0,55
0,57
0,64
0,55
0,68
0,76
0,45
0,70
0,43
0,69
0,68
0,61
0,59
0,59
0,72
0,57
0,83
0,55
0,67
0,44
0,44
0,68
0,58
0,53
0,81
0,50
0,50
0,69
0,46
0,64
0,63
0,70
0,69
0,62
0,56
0,47
0,73
0,67
0,63
0,53
0,44
0,63
0,41
0,45
0,45
0,59
0,68
0,55
0,70
0,60
0,71
0,76
0,83
0,86
0,86
0,49
0,85
0,86
0,95
0,70
0,79
0,55
0,56
0,65
0,82
0,73
0,76
1,00
0,74
0,98
0,93
0,66
0,94
0,77
0,81
0,92
0,99
1,04
0,85
0,76
0,96
0,95
0,99
0,83


